x,y,z,speed
3.997332084330979285e+01,3.017601245761760964e+01,2.476558699896184643e-03,9.277014628352864278e+00
4.029530704198842983e+01,3.055840033263780242e+01,2.475592231516220241e-03,8.981095263959865349e+00
4.059201593089812832e+01,3.096076204386898567e+01,2.469907686248203147e-03,8.682395771406264728e+00
4.086818411792786065e+01,3.137752567317825125e+01,2.460499028750254454e-03,8.424865275308835777e+00
4.112910104465466787e+01,3.180402796596835913e+01,2.448350316631680255e-03,8.254244289599848017e+00
4.137993933215205544e+01,3.223654692364578267e+01,2.434348690264810829e-03,8.065814189570527759e+00
4.162271091313809279e+01,3.267364517300647009e+01,2.418886038982216193e-03,7.871082728053236721e+00
4.185750690118393891e+01,3.311507925616994896e+01,2.402070877835691797e-03,7.652627127027804121e+00
4.208440151114850636e+01,3.356062650392379965e+01,2.384009220350387110e-03,7.445552076760266758e+00
4.230348863222151579e+01,3.401006459322248787e+01,2.364809905156391948e-03,7.237852949757872523e+00
4.251488254684610979e+01,3.446317233404368352e+01,2.344584076063398453e-03,7.000444921536700171e+00
4.271870269368123729e+01,3.491973740377164859e+01,2.323442825908304202e-03,6.776038182518057340e+00
4.291507662210898388e+01,3.537955466470362609e+01,2.301497683039423637e-03,6.560261803748684173e+00
4.310414080001389436e+01,3.584242574100818501e+01,2.278860666248321010e-03,6.315739326317033608e+00
4.328605180357936177e+01,3.630815476380415419e+01,2.255644918168678899e-03,6.065441705307388354e+00
4.346096662636251295e+01,3.677655652925250962e+01,2.231962701477301688e-03,5.833431789341615215e+00
4.362904906258253845e+01,3.724745354989178026e+01,2.207926005859205294e-03,5.603481480306188089e+00
4.379046087029389867e+01,3.772067886650145141e+01,2.183646234315248218e-03,5.363920593545819848e+00
4.394538347441356052e+01,3.819606836551788831e+01,2.159234825166323618e-03,5.140821136159705596e+00
4.409399693457484659e+01,3.867346805361752615e+01,2.134802210277120249e-03,4.936262439014035053e+00
4.423648330162417608e+01,3.915273240007482514e+01,2.110458080780265241e-03,4.747885019867431389e+00
4.437302105009622721e+01,3.963372549290935609e+01,2.086311743016825999e-03,4.533293375938498571e+00
4.450380066075035757e+01,4.011631620963820666e+01,2.062471575482545047e-03,4.304985444044111098e+00
4.462901318889393565e+01,4.060038142061616639e+01,2.039045061561163465e-03,4.089910811336654461e+00
